InChIKey,SMILES
QCDFBFJGMNKBDO-UHFFFAOYSA-N,Oc1c(I)cc(Cl)c2cccnc12
QCJGETVAMMABIO-UHFFFAOYSA-N,CCC(C)C(NC(=O)OC(C)(C)C)C(=O)NC(C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C)C(C)CC
QCMXWFUAVCHHIA-UHFFFAOYSA-N,N#Cc1ccc(C(=O)Nc2ccc(F)c(C3(CF)CC(C(F)(F)F)OC(N)=N3)c2)nc1
QDRODJQHFZKMRP-UHFFFAOYSA-N,C=CCN(C)C(NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
QECXNBWGUGUPSI-UHFFFAOYSA-N,COc1cccc(-c2cccc(C3CC3c3cc(=O)n(C)c(N)n3)c2)c1
QEJSJQVKMSAHHX-UHFFFAOYSA-N,CC(NC(=O)c1cc(-c2nnc(C(C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
QFLMAWWUGVKQOP-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccnc1
QFNLXDJMTVIEPJ-UHFFFAOYSA-N,CC(C)CNC(=O)C(O)(CCl)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
QFRBODJINASZPA-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)N1CCOCC1)C(C)(C)c1ccccc1
QFXJBJPEYXTAPR-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
QGAHVOMMQMAYSQ-UHFFFAOYSA-N,COc1ccc(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)cc1
QGJKHQRFJGLJLV-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1csc(N)n1)NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1
QJAPFAZHNSZLJE-UHFFFAOYSA-N,CC(C)CC(NC(=O)C1CC(=O)NCCCCCCOC(=O)NC(C(C)C)C(=O)N1)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
QKKFVNTVXVXCPQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(COCc1ccc(-c2ccccc2)cc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
QLMUILQZOPYXCJ-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
QLXHRYKGTCSNKH-UHFFFAOYSA-N,COc1ccc(CC(NS(=O)(=O)N2CCOCC2)C(=O)NC(Cc2csc(N)n2)C(=O)NC(CC2CCCCC2)C(O)C(O)CC(C)C)cc1
QMSHBBGXSXAGOO-UHFFFAOYSA-N,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NC3CCOC(C)(C)C3)cc2c1
QMSMANKFBSJWCI-UHFFFAOYSA-N,CC(C)CCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C
QPMCUNAXNMSGTK-UHFFFAOYSA-N,CC(N)C=O
QPUVMQNOWWLTBU-UHFFFAOYSA-N,CC(C)c1cccc(C(C)C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
QQBPLXNESPTPNU-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)NCCc1ccc(O)c(O)c1
QQMINRBEIWYLOV-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccc(O)cc2)C1C(=O)NC1c2ccccc2CC1O
QQPRKWVAAAEILV-UHFFFAOYSA-N,CCc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc(CC)n1
QSJXEFYPDANLFS-UHFFFAOYSA-N,CC(=O)C(C)=O
QSNMNIQIQWYQGN-UHFFFAOYSA-N,C#Cc1cc(F)cc(CC(NC(=O)COC)C(O)CNC2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1
QSTGMGZXIKRTIF-UHFFFAOYSA-N,CCCCC(NC(=O)C(NC(=O)C(NC(=O)OCc1ccccc1)C(C)C)C(C)C)C(O)CC(=O)O
QSZOFKRNYJCCES-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(Cc1ccccc1)C(O)C(F)(F)C(=O)NCCN1CCOCC1
QTGWOPLHUYATRN-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCCOC)c1)C(C)C
QUSCBNSWNRTFJQ-UHFFFAOYSA-N,CCCOC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
QVEVEYWLPLMZQY-UHFFFAOYSA-N,CCN(CCN)c1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
QVFWZNCVPCJQOP-UHFFFAOYSA-N,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl
QVZLZLJHCAPQQC-UHFFFAOYSA-N,COc1cc(Cl)cc(CN2CCC(NC(=O)COc3ccc(S(N)(=O)=O)cc3)CC2)c1OC(C)C
QVZYOPADJANUDF-UHFFFAOYSA-N,O=CC1CCC2C(CCC3C4CCCC4CCC23)C1
QWBOCOHZLMYOIA-UHFFFAOYSA-N,COC(=O)CC(O)C(CC(C)C)NC(=O)C(C)NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C
QWDOKZPZLWNULU-UHFFFAOYSA-N,CC1CCc2cccc(c2)CC(C)(N)C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1
QWIMGFUQWCHOOH-UHFFFAOYSA-N,CCNCCNc1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
QWUCPMIROCABIX-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)N1CCC(O)CC1
QXBGCPSTIGHKCX-UHFFFAOYSA-N,CCCOC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
QXHNYZQKWOKULQ-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(C)NC(=O)CC(O)C(COCc1ccc(Br)cc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C)C(N)=O
QXKYWSDUVAJHNZ-UHFFFAOYSA-N,NC1NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21
QYDBESOJOBAYMS-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C1CCCNC(=O)CC(NC(=O)C(Cc2ccccc2)NC(=O)C(CC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCSC)NC(=O)C(CS)NC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(N)CS)C(C)O)C(C)O)C(C)O)C(=O)NC(CCCCN)C(=O)C(Cc2ccccc2)NC(=O)C(Cc2c[nH]cn2)N1)C(C)O)C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C)C(=O)N1CCCC1C(N)=O)C(C)C
QYNGMKLMUCFWOW-UHFFFAOYSA-N,CC(=O)N1CCC(C(=O)N(CCc2ccc3c(c2)OCO3)CC(O)C(Cc2ccccc2)NC(=O)CNc2cccc(Cl)c2)CC1
QYPDSNCYTUHFDC-UHFFFAOYSA-N,CCCOC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(O)CC(C)C
QZIUWBOXWNXLDR-UHFFFAOYSA-N,CCCN(CCC)C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(OCCOC)CCN2)c1
QZVHYFUVMQIGGM-UHFFFAOYSA-N,CCCCCCc1cccs1
RAZZBARIWRCYLK-UHFFFAOYSA-N,C#CCNC(=O)C(Cc1ccccc1)NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccccn1)C(C)C
RBPFZWDTXSAZMR-UHFFFAOYSA-N,CSCC(NC(=O)Cc1cccc(O)c1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
RCAZOLSIRITUKZ-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2cccc(OC)c2)C1=O
RCRCTBLIHCHWDZ-UHFFFAOYSA-N,CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(CO)CO
REDPJRNIRCVACW-UHFFFAOYSA-N,CNC(=O)C(CC(C)C)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C
REJLGAUYTKNVJM-UHFFFAOYSA-N,CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C
RFANRLZGSPNNFF-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
RFHHMZVETCSUCO-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(N)CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(O)CC(C)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)CC(Cc1ccccc1)C(=O)O)C(C)C
RFWGABANNQMHMZ-UHFFFAOYSA-N,CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1
RGLYKWWBQGJZGM-UHFFFAOYSA-N,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
RGRJAYIFMWMDJD-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
RJCATVYOHCZSIZ-UHFFFAOYSA-N,CC(C)C(NC(=O)CCc1c[nH]c2ccccc12)C(=O)NC(Cc1ccccc1)C(O)CNC(Cc1ccc(-c2ccccc2)cc1)C(N)=O
RJGHQTVXGKYATR-UHFFFAOYSA-L,CCCC[Sn](Cl)(Cl)CCCC
RJHLUHRYEJUXPP-UHFFFAOYSA-N,CC(C)CC(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cccc(CN=C(N)N)c1
RJJNWINGYKEUKL-UHFFFAOYSA-N,CC1(C)SCN(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2ccc(CO)cc2)C1C(=O)NC1c2ccccc2CC1O
RJQXTJLFIWVMTO-UHFFFAOYSA-N,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
RKOIBWKDIYVOLD-UHFFFAOYSA-N,CCC(C)CNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C
RKUUAMZSZJEKQE-UHFFFAOYSA-N,CSCC(NC(=O)Cc1cccc(C)c1)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSC(C)(C)C1C(=O)NC1c2ccccc2CC1O
RKYFABJLGJZOBA-UHFFFAOYSA-N,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N
RMFNZPLDSHNPGA-UHFFFAOYSA-N,CCCC(O)C(NCC(Cc1ccccc1)NC(=O)c1cc2c3c(c1)c(CC)cn3CC1(CC1)S(=O)(=O)N2C)C(=O)NC(C)C
RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
RMVGKCQDVNQSGV-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(O)C(F)(F)C(=O)OCC
RNJTYVPMRSKRKE-UHFFFAOYSA-N,CN1C(=O)C(c2ccc(OC(F)(F)F)cc2)(c2ccc(F)c(-c3cncnc3)c2)N=C1N
RNLCLOVNDOQYQO-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCC(N)=O)C(C)C)ccc1OC
RNWLAFWLSSMCLN-UHFFFAOYSA-N,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N
ROHFNLRQFUQHCH-UHFFFAOYSA-N,CC(C)CC(N)C(=O)O
ROLBGZGMDNTLMP-UHFFFAOYSA-N,COCC1CCCN1C(=O)c1cc(C)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)c3ccc(Cl)s3)CCN2)c1
ROYKKXNENWERFL-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)C(C)NC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cnc(C)nc1N
RPMSJAUJPZIRMH-UHFFFAOYSA-N,CN1C(=O)C(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)CC1(C)C
RQEUFEKYXDPUSK-UHFFFAOYSA-N,CC(N)c1ccccc1
RQTWYFDJDQNTLD-UHFFFAOYSA-N,O=C(O)CN(Cc1ccccc1)C(=O)c1nc(-c2ccccc2)[nH]c1C(=O)O
RSDQBPGKMDFRHH-UHFFFAOYSA-N,CC1=C2C3OC(=O)C(C)C3CCC2(C)C(=O)CC1
RSTFVOGBJGGSOD-UHFFFAOYSA-N,COCCOC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
RUGFWNOTXBMCJB-UHFFFAOYSA-N,Cc1cc(-c2ccc3c4c(cccc24)COC3)nc(N)n1
RULHZYOVKRJKJG-UHFFFAOYSA-N,CC#CCOc1cnc(C(=O)Nc2ccc(F)c(C3(C)N=C(N)OCC3(F)F)c2)cn1
RUMOYGYSWPCFLL-UHFFFAOYSA-N,CC(C)(CO)c1cccc(CNC2CS(=O)(=O)CC(Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)C2O)c1
RWRDLPDLKQPQOW-UHFFFAOYSA-N,C1CCNC1
RYIXIUHRDBEHJF-UHFFFAOYSA-N,C=CCC(NC(=O)C(Cc1ccccc1)NC(=O)CCc1cccnc1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1
RZVAJINKPMORJF-UHFFFAOYSA-N,CC(O)=Nc1ccc(O)cc1
SASWSEQJAITMKS-UHFFFAOYSA-N,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1
SBISAPJFLPILLA-UHFFFAOYSA-N,CC(=O)NC(Cc1cnc[nH]1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC(C)C)C(O)CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
SBUJHOSQTJFQJX-UHFFFAOYSA-N,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
SCGCBAAYLFTIJU-UHFFFAOYSA-N,CC1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1
SDDHPSMLTREVNN-UHFFFAOYSA-N,COCCCOc1cc(CC(CC(N)C(O)CC(C)C(=O)NCCCc2cnc[nH]2)C(C)C)ccc1OC
SEERZIQQUAZTOL-UHFFFAOYSA-N,COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1
SEJYUEISOCTKKB-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)CCC(=O)O)C(C)C)C(O)C1CCCC1C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O
SESZAKWYMGICMQ-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1cnc(C)nc1N
SFHASZWKUUAYBP-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)N1CCNCC1
SGJNQVTUYXCBKH-UHFFFAOYSA-N,O=c1cc(O)cc(C=Cc2ccc(O)c(O)c2)o1
SHGAZHPCJJPHSC-UHFFFAOYSA-N,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O
SHPKRKFYFPWCTG-UHFFFAOYSA-N,CCCCNC(=O)C(CC(O)C(CC(C)C)NC(=O)C(CCCC)OP(=O)(O)CCCc1ccccc1)C(C)C
SILGEXOUELDSRZ-UHFFFAOYSA-N,CCCC1CN(Cc2ccc(CN3C(=O)C(CCC4CCCCC4)(CC4CCCCC4)N=C3N)cc2)C(=O)N1
SIQNAFXXGYZEEA-UHFFFAOYSA-N,CC(C)CCNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCCCN)N1C(=O)CCC(c2ccccc2)C(=O)NC(Cc2ccccc2)C1=O
SKHMHSCEONTQTF-UHFFFAOYSA-N,Nc1ccc2cc(-c3ccsc3)ccc2n1
SLBSYXUQXCWSGG-UHFFFAOYSA-N,CCNc1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CN(S(=O)(=O)c3cccc(C)c3)CCN2)cc(N2CCCCS2(=O)=O)c1
SLCBURKXFKCBTM-UHFFFAOYSA-N,CCCCNC(=O)C(C)CC(O)C(N)CC(Cc1ccc(OC)c(OCCCOCC)c1)C(C)C
SLCVBVWXLSEKPL-UHFFFAOYSA-N,CC(C)(CO)CO
SLWPBUMYPRVYIJ-UHFFFAOYSA-N,Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1
SMPAHDBHYSCFQF-UHFFFAOYSA-N,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2ccccc2)C(O)CNCc2cccc(OC)c2)C1=O
SNEMRJZDOOLWPZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NS(=O)(=O)CCCC(=O)NCC(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NC(CCCC)C(=O)NC1CCC(=O)NCCCCC(C(N)=O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccccc2)NC(=O)C2CC(O)CN2C1=O
SNHMUERNLJLMHN-UHFFFAOYSA-N,Ic1ccccc1
SOFGRHVPYISOLD-UHFFFAOYSA-N,CC(C)CC(NC(=O)C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(N)=O)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
SOKUIEGXJHVFDV-UHFFFAOYSA-N,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2
SOPPBXUYQGUQHE-UHFFFAOYSA-N,C1=CCC(c2cccnc2)NC1
SOTUTZFWJRPOEW-UHFFFAOYSA-N,C=CCOC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
SOWSWTQQDMLKKN-UHFFFAOYSA-N,C=C1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cnc[nH]2)NC(=O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)OC1=O
SPQNHSZTLTXJJP-UHFFFAOYSA-N,CC(NC(=O)c1cc(-c2ccc(C(C)(N)Cc3ccccc3)o2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1
SQCCLROLILAOBD-UHFFFAOYSA-N,CC(CC(O)C(COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C
SQMNIXJSBCSNCI-UHFFFAOYSA-N,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)COP(=O)(O)O
SQNZJJAZBFDUTD-UHFFFAOYSA-N,Cc1cc(C)c(C)cc1C
SQVRNKJHWKZAKO-UHFFFAOYSA-N,CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO
SRBFZHDQGSBBOR-UHFFFAOYSA-N,OC1COC(O)C(O)C1O
SRHFLJYMGNBGDH-UHFFFAOYSA-N,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2
SRTQIVBOFPIILO-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC1CCCCC1)NC(=O)CCNC(=O)C(Cc1ccccc1)NC(=O)N1CCC(NC(=O)OC(C)(C)C)CC1)C(=O)NCc1cnc(C)nc1N
SRYUGNXSYKZULC-UHFFFAOYSA-N,CCCC(NCC(Cc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NCC(C)C
STECJAGHUSJQJN-UHFFFAOYSA-N,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
STUBOTPNCNDBOA-UHFFFAOYSA-N,Cc1cccc(-c2ccc(C3CC3c3cc(=O)n(C)c(N)n3)cc2)c1
SVQNYPQKWMFQJJ-UHFFFAOYSA-N,CN1C(=O)C(CCC2CCCCC2)(CC2CCCCC2)N=C1N
SVTBMSDMJJWYQN-UHFFFAOYSA-N,CC(O)CC(C)(C)O
SWDKDXWGADMDSP-UHFFFAOYSA-N,CC1(O)CC(O)C23CCCN4CCCC42C(=O)CC3C1
SWWHCQCMVCPLEQ-UHFFFAOYSA-N,CC(C)OS(C)(=O)=O
SXRSQZLOMIGNAQ-UHFFFAOYSA-N,O=CCCCC=O
SXZYCXMUPBBULW-UHFFFAOYSA-N,O=C1OC(C(O)CO)C(O)C1O
SYTBZMRGLBWNTM-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
SZDLWSBKFIPTLU-UHFFFAOYSA-N,CCC(C)C(NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN(CC(=O)C(CCCN=C(N)N)NC(=O)C1CCCN1C(=O)C(N)CC1CCCCC1)C(C)=O)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)CC1CCCCC1
SZDQNTKTWBPIBH-UHFFFAOYSA-N,CN1C(=O)C(c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N
SZVGGXRNUYPZQE-UHFFFAOYSA-N,CC(C)CC(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)N1CCOCC1
TUGLMYZSOPKJOA-UHFFFAOYSA-N,CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1
TUTIPJBLHAOGRW-UHFFFAOYSA-N,O=C(O)c1ccc(O)c2ncc(N3CCNCC3)cc12
TVHPSMGZMVWCMG-UHFFFAOYSA-N,COc1cc(C(=O)NC(Cc2ccccc2)C(O)CN(CCc2ccc3c(c2)OCO3)C(=O)C2CCN(C(C)=O)CC2)cc(OC)c1OCc1ccccc1
TVKUVJQHSALMJM-UHFFFAOYSA-N,CCC(C)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)C(Cc1c[nH]c2ccccc12)NC(C)=O)C(N)=O
TWVGNKMRZLBNOD-UHFFFAOYSA-N,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C
TWVUMMQUXMYOOH-UHFFFAOYSA-N,Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O
TWWQHCKLTXDWBD-UHFFFAOYSA-N,CCCCC(C)C=C(C)C=C(C)C(=O)NC1=CC(O)(C=CC=CC=CC(=O)NC2=C(O)CCC2=O)C2OC2C1=O
TXCIAUNLDRJGJZ-UHFFFAOYSA-N,CC(=O)NC1C(O)CC(OP(=O)(O)OCC2OC(n3ccc(N)nc3=O)C(O)C2O)(C(=O)O)OC1C(O)C(O)CO
TXUZVZSFRXZGTL-UHFFFAOYSA-N,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
TYAUZZDMTCDBHN-UHFFFAOYSA-N,CCNCCN(CC)c1cc(C)c(OCC(=O)NC(Cc2ccccc2)C(O)C(=O)N2CSC(C)(C)C2C(=O)NC2c3ccccc3CC2O)c(C)c1
